State,bs1,bs2,Location Code,Location
29,000,00000,000000,KARNATAKA
29,555,00000,000000,Belgaum
29,555,05433,000000,Chikodi
29,555,05433,597114,Hadnal
29,555,05433,597115,Sulagaon
29,555,05433,597116,Mattiwade
29,555,05433,597117,Bhatnaganur
29,555,05433,597118,Kurli
29,555,05433,597119,Appachiwadi
29,555,05433,597120,Koganoli
29,555,05433,597121,Hanabarawadi
29,555,05433,597122,Hanchinal (K.S.)
29,555,05433,597123,Benadi
29,555,05433,597124,Bolewadi
29,555,05433,597125,Akkol
29,555,05433,597126,Padlihal
29,555,05433,597127,Lakhanapur
29,555,05433,597128,Jatrat
29,555,05433,597129,Adi
29,555,05433,597130,Bhivashi
29,555,05433,597131,Naganur
29,555,05433,597132,Yamagarni
29,555,05433,597133,Soundalga
29,555,05433,597134,Budihal
29,555,05433,597135,Kodni
29,555,05433,597136,Gayakanawadi
29,555,05433,597137,Shirguppi
29,555,05433,597138,Pangeri (B)
29,555,05433,597139,Budulmukh
29,555,05433,597140,Shendur
29,555,05433,597141,Gondikuppi
29,555,05433,597142,Yarnal
29,555,05433,597143,Nippani (Rural)
29,555,05433,597144,Amalzari
29,555,05433,597145,Gavan
29,555,05433,597146,Tavadi
29,555,05433,597147,Manakapur
29,555,05433,597148,Kasanal
29,555,05433,597149,Donewadi
29,555,05433,597150,Boragaon
29,555,05433,597151,Boragaonwadi
29,555,05433,597152,Sadalaga (Rural)
29,555,05433,597153,Janwad
29,555,05433,597154,Shiradwad
29,555,05433,597155,Karadaga
29,555,05433,597156,Barwad
29,555,05433,597157,Mangur
29,555,05433,597158,Kunnur
29,555,05433,597159,Gajabarwadi
29,555,05433,597160,Shivapurawadi
29,555,05433,597161,Bhoj
29,555,05433,597162,Hunnaragi
29,555,05433,597163,Sidnal
29,555,05433,597164,Mamadapur (KL)
29,555,05433,597165,Bhimapurwadi
29,555,05433,597166,Galatga
29,555,05433,597167,Dilalapurwadi
29,555,05433,597168,Bedkihal
29,555,05433,597169,Shamanewadi
29,555,05433,597170,Nej
29,555,05433,597171,Nagaral
29,555,05433,597172,Nanadiwadi
29,555,05433,597173,Nanadi
29,555,05433,597174,Malikwad
29,555,05433,597175,Examba
29,555,05433,597176,Kallol
29,555,05433,597177,Yadyanawadi
29,555,05433,597178,Yadurwadi
29,555,05433,597179,Chandur
29,555,05433,597180,Chandur - Tek
29,555,05433,597181,Yadur
29,555,05433,597182,Hosa Yedur
29,555,05433,597183,Ingali
29,555,05433,597184,Manjari
29,555,05433,597185,Manjariwadi
29,555,05433,597186,Ankali
29,555,05433,597187,Shiddapurwadi
29,555,05433,597188,Kadapur
29,555,05433,597189,Jodakurli
29,555,05433,597190,Kerur
29,555,05433,597191,Roopanal
29,555,05433,597192,Hirekudi
29,555,05433,597193,Chikodi (Rural)
29,555,05433,597194,Kuppanawadi
29,555,05433,597195,Girgaon
29,555,05433,597196,Shirgaon
29,555,05433,597197,Shiragaonwadi
29,555,05433,597198,Khadaklat
29,555,05433,597199,Thapakarwadi
29,555,05433,597200,Pangire (A)
29,555,05433,597201,Rampur
29,555,05433,597202,Chikalwal
29,555,05433,597203,Manuchiwadi
29,555,05433,597204,Sankanwadi
29,555,05433,597205,Navalihal
29,555,05433,597206,Peerawadi
29,555,05433,597207,Pattankudi
29,555,05433,597208,Walki
29,555,05433,597209,Yadyanawadi
29,555,05433,597210,Nainglaj
29,555,05433,597211,Dhulaganawadi
29,555,05433,597212,Kuthali
29,555,05433,597213,Kothali
29,555,05433,597214,Chinchani
29,555,05433,597215,Handyanwadi
29,555,05433,597216,Umrani
29,555,05433,597217,Itnal
29,555,05433,597218,Nagaramunnoli
29,555,05433,597219,Belkud
29,555,05433,597220,Bambalwad
29,555,05433,597221,Kungatolli
29,555,05433,597222,Karoshi
29,555,05433,597223,Jainapur
29,555,05433,597224,Toranahalli
29,555,05433,597225,Bidrahalli
29,555,05433,597226,Hattarwat
29,555,05433,597227,Mangnur
29,555,05433,597228,Wadral
29,555,05433,597229,Majalatti
29,555,05433,597230,Khajagoudanhatti
29,555,05433,597231,Mugali
29,555,05433,597232,Kamatyanahatti 
29,555,05433,597233,Bennihalli
29,555,05433,597234,Karagaon
29,555,05433,597235,Donawad
29,555,05433,597236,Hanchinal (K.K.)
29,555,05433,597237,Belagali
29,555,05433,597238,Kenchanatti
29,555,05433,597239,Meerapurhatti
29,555,05433,597240,Kabbur
29,555,05433,597241,Jodatti
29,555,05433,597242,Vijayanagar
29,555,05433,597243,Pogatyanatti
29,555,05433,597244,Jaganur
29,555,05433,597245,Mamadapur (Kk)
29,555,05433,803021,Nipani  (CMC)
29,555,05433,803022,Sadalgi (TP)
29,555,05433,803023,Chikodi (TMC)
29,555,05434,000000,Athni
29,555,05434,597246,Pandegaon
29,555,05434,597247,Khilegaon
29,555,05434,597248,Ajur
29,555,05434,597249,Anantapur
29,555,05434,597250,Malabad
29,555,05434,597251,Bevanoor
29,555,05434,597252,Tawashi
29,555,05434,597253,Naganur P.A.
29,555,05434,597254,Shirur
29,555,05434,597255,Sambaragi
29,555,05434,597256,Aralihatti
29,555,05434,597257,Bammanal
29,555,05434,597258,Vishnuvadi
29,555,05434,597259,Jakkaratti
29,555,05434,597260,Jambagi
29,555,05434,597261,Kallotti
29,555,05434,597262,Kiranagi
29,555,05434,597263,Balligeri
29,555,05434,597264,Gundewadi
29,555,05434,597265,Shivanoor
29,555,05434,597266,Madabhavi
29,555,05434,597267,Tevaratti
29,555,05434,597268,Siddewadi
29,555,05434,597269,Hanamapur
29,555,05434,597270,Agrani-Ingalgaon
29,555,05434,597271,Abbihal
29,555,05434,597272,Parthanahalli
29,555,05434,597273,Mavinahatti
29,555,05434,597274,Chamakeri
29,555,05434,597275,Bedarahatti
29,555,05434,597276,Kagawad
29,555,05434,597277,Mangavati
29,555,05434,597278,Jugul
29,555,05434,597279,Shahapur
29,555,05434,597280,Shiraguppi
29,555,05434,597281,Molwad
29,555,05434,597282,Kusnal
29,555,05434,597283,Ugar Budruk
29,555,05434,597284,Ugar Khurd
29,555,05434,597285,Farida Khanawadi
29,555,05434,597286,Shedbal 
29,555,05434,597287,Lokur
29,555,05434,597288,Mangasuli
29,555,05434,597289,Kempwad
29,555,05434,597290,Navalihal
29,555,05434,597291,Koulgudd
29,555,05434,597292,Mole
29,555,05434,597293,Katral
29,555,05434,597294,Ainapur
29,555,05434,597295,Krishna Kittur
29,555,05434,597296,Banajawad
29,555,05434,597297,Muragundi
29,555,05434,597298,Masarguppi
29,555,05434,597299,Devaradderahatti
29,555,05434,597300,Athani (Rural) (Part)
29,555,05434,597300,Athni (OG) (Part) 
29,555,05434,597301,Tangadi
29,555,05434,597302,Shinal
29,555,05434,597303,Sankonahatti
29,555,05434,597304,Hulagabali
29,555,05434,597305,Nadi-Ingalgaon
29,555,05434,597306,Teerth
29,555,05434,597307,Saptasagar
29,555,05434,597308,Chikkud
29,555,05434,597309,Darur
29,555,05434,597310,Halyal
29,555,05434,597311,Avarkhod
29,555,05434,597312,Naganur P.K.
29,555,05434,597313,Khavatkoppa
29,555,05434,597314,Sankaratti
29,555,05434,597315,Shegunshi
29,555,05434,597316,Dodwad
29,555,05434,597317,Satti
29,555,05434,597318,Radderahatti
29,555,05434,597319,Nandeshwar
29,555,05434,597320,Mahishwadgi
29,555,05434,597321,Janawad
29,555,05434,597322,Savadi
29,555,05434,597323,Ramateerth
29,555,05434,597324,Kakamari
29,555,05434,597325,Kottalgi
29,555,05434,597326,Bannur
29,555,05434,597327,Telsang
29,555,05434,597328,Kannal
29,555,05434,597329,Fadatarawadi
29,555,05434,597330,Aigali
29,555,05434,597331,Kohalli
29,555,05434,597332,Keskaradaddi
29,555,05434,597333,Adalatti
29,555,05434,597334,Adahalli
29,555,05434,597335,Yelihadalagi
29,555,05434,597336,Yakkanchi
29,555,05434,597337,Badachi
29,555,05434,597338,Desairatti
29,555,05434,597339,Khotanatti
29,555,05434,597340,Aratal
29,555,05434,597341,Halalli
29,555,05434,597342,Badagi
29,555,05434,597343,Yallammawadi
29,555,05434,597344,Dhabadhabahatti
29,555,05434,597345,Kokatnoor
29,555,05434,597346,Buralatti
29,555,05434,597347,Katageri
29,555,05434,597348,Kodaganoor
29,555,05434,597349,Nandagaon
29,555,05434,597350,Ghatanatti
29,555,05434,597351,Balawad
29,555,05434,597352,Shirahatti
29,555,05434,597353,Junjarwad
29,555,05434,597354,Suttatti
29,555,05434,803024,Athni (TMC + OG)
29,555,05434,803024,Athni (TMC)
29,555,05435,000000,Raybag 
29,555,05435,597355,Soundatti
29,555,05435,597356,Diggewadi (Old)
29,555,05435,597357,Jalalpur
29,555,05435,597358,Bhiradi
29,555,05435,597359,Chinchali
29,555,05435,597360,Raibag (Rural)
29,555,05435,597361,Kanchakarawadi
29,555,05435,597362,Yadrav
29,555,05435,597363,Nasalapur
29,555,05435,597364,Nandikurali
29,555,05435,597365,Kempatti
29,555,05435,597366,Mekhali
29,555,05435,597367,Maradi
29,555,05435,597368,Devanakatti
29,555,05435,597369,Budihal
29,555,05435,597370,Bavachi
29,555,05435,597371,Hubbarwadi
29,555,05435,597372,Nagaral
29,555,05435,597373,Bommanal
29,555,05435,597374,Biranal
29,555,05435,597375,Byakud
29,555,05435,597376,Mavinhonda
29,555,05435,597377,Girinaikwadi
29,555,05435,597378,Jodahatti
29,555,05435,597379,Bhendwad
29,555,05435,597380,Mantur
29,555,05435,597381,Nipanal
29,555,05435,597382,Kankanawadi
29,555,05435,597383,Kudachi (Rural)
29,555,05435,597384,Gundwad
29,555,05435,597385,Shiragur 
29,555,05435,597386,Paramanandwadi 
29,555,05435,597387,Khemalapur
29,555,05435,597388,Yelpratti
29,555,05435,597389,Siddapur
29,555,05435,597390,Koligudda
29,555,05435,597391,Yabaratti
29,555,05435,597392,Harugeri
29,555,05435,597393,Badabyakud
29,555,05435,597394,Alakhanur
29,555,05435,597395,Nilaji
29,555,05435,597396,Suttatti
29,555,05435,597397,Morab
29,555,05435,597398,Bekkeri
29,555,05435,597399,Nidagundi
29,555,05435,597400,Alagawadi
29,555,05435,597401,Bastwad
29,555,05435,597402,Hidakal
29,555,05435,597403,Mugalkhod
29,555,05435,597404,Khanadal
29,555,05435,597405,Savasuddi
29,555,05435,597406,Katakbhavi
29,555,05435,597407,Devapurhatti
29,555,05435,597408,Itanal
29,555,05435,597409,Marakudi
29,555,05435,597410,Palbhavi
29,555,05435,597411,Sultanpur
29,555,05435,597412,Handigund
29,555,05435,597413,Kappalguddi
29,555,05435,803025,Kudchi (TP)
29,555,05435,803026,Raybag (TP)
29,555,05436,000000,Gokak
29,555,05436,597414,Dandapur
29,555,05436,597415,Tukkanatti
29,555,05436,597416,Naganur
29,555,05436,597417,Mudalgi (Rural)
29,555,05436,597418,Gurlapur
29,555,05436,597419,Hallur
29,555,05436,597420,Shivapur
29,555,05436,597421,Khanatti
29,555,05436,597422,Munyal
29,555,05436,597423,Kamaladinni
29,555,05436,597424,Rangapur
29,555,05436,597425,Dharmatti
29,555,05436,597426,Patagundi
29,555,05436,597427,Gujanatti
29,555,05436,597428,Jokanatti
29,555,05436,597429,Kallolli
29,555,05436,597430,Rajapur
29,555,05436,597431,Duradundi
29,555,05436,597432,Ganeshwadi
29,555,05436,597433,Badigwad
29,555,05436,597434,Pamaladinni
29,555,05436,597435,Mallapur (P.G.)
29,555,05436,597436,Khanapur
29,555,05436,597437,Mutnal
29,555,05436,597438,Nandagaon
29,555,05436,597439,Konnur (Rural)
29,555,05436,597440,Shivapur
29,555,05436,597441,Molmanatti
29,555,05436,597442,Dhupadal
29,555,05436,597443,Shindikurbet
29,555,05436,597444,Arabhavi
29,555,05436,597445,Lolasur
29,555,05436,597446,Basaligundi
29,555,05436,597447,Nallanatti
29,555,05436,597448,Sanganakeri
29,555,05436,597449,Hanamapur
29,555,05436,597450,Balobal
29,555,05436,597451,Beerangaddi
29,555,05436,597452,Hunshyal (P.G.)
29,555,05436,597453,Waderatti
29,555,05436,597454,Fulagaddi
29,555,05436,597455,Masaguppi
29,555,05436,597456,Godachinamalaki
29,555,05436,597457,Shingalapur
29,555,05436,597458,Gokak (Rural)
29,555,05436,597459,Maladinni
29,555,05436,597460,Upparatti
29,555,05436,597461,Maradishivapur
29,555,05436,597462,Mamadapur
29,555,05436,597463,Ajjanakatti
29,555,05436,597464,Benachinamaradi
29,555,05436,597465,Kolavi
29,555,05436,597466,Tavag
29,555,05436,597467,Benachinamardi
29,555,05436,597468,Urabinahatti
29,555,05436,597469,Shigiholi
29,555,05436,597470,Gaddiholi
29,555,05436,597471,Kundargi
29,555,05436,597472,Dhasanatti
29,555,05436,597473,Musalamari
29,555,05436,597474,Mallapur. S.A.
29,555,05436,597475,Dum Urabinahatti
29,555,05436,597476,Akkatangerahal
29,555,05436,597477,Madawal
29,555,05436,597478,Iranattti
29,555,05436,597479,Telaginahatti
29,555,05436,597480,Kaitanal
29,555,05436,597481,Ginimar Hosur
29,555,05436,597482,Hulikatti
29,555,05436,597483,Hanamapur
29,555,05436,597484,Panchanaikanatti
29,555,05436,597485,Chikkanandi
29,555,05436,597486,Herenandi
29,555,05436,597487,Makkalageri
29,555,05436,597488,Pudakalkatti
29,555,05436,597489,Khanagaon
29,555,05436,597490,Midakanatti
29,555,05436,597491,Rajanakatti
29,555,05436,597492,Arabhavi-Dhavalatti
29,555,05436,597493,Ankalgi
29,555,05436,597494,Lagameshwar
29,555,05436,597495,Gujanal
29,555,05436,597496,Yaddalgudd
29,555,05436,597497,Budihal
29,555,05436,597498,Suladhal
29,555,05436,597499,Panjanatti
29,555,05436,597500,Kesappanatti
29,555,05436,597501,Nabapur
29,555,05436,597502,Devagoudanahatti
29,555,05436,597503,Shiltibhavi
29,555,05436,597504,Hirehatti
29,555,05436,597505,Jamanal
29,555,05436,597506,Hunshyal (P.Y.)
29,555,05436,597507,Bisanakoppa
29,555,05436,597508,Dhavaleshwar
29,555,05436,597509,Aralimatti
29,555,05436,597510,Avaradi
29,555,05436,597511,Hale Yaragudri
29,555,05436,597512,Venkatapur
29,555,05436,597513,Yaragudri
29,555,05436,597514,Gulaganjikoppa
29,555,05436,597515,Kamankatti
29,555,05436,597516,Kopadatti
29,555,05436,597517,Yadwad
29,555,05436,597518,Timmapur
29,555,05436,597519,Kuligod
29,555,05436,597520,Hosatti
29,555,05436,597521,Bairanatti
29,555,05436,597522,Sunadholi
29,555,05436,597523,Lakshmeshwar
29,555,05436,597524,Honakuppi
29,555,05436,597525,Shiddapurahatti
29,555,05436,597526,Tigadi
29,555,05436,597527,Talakatnal
29,555,05436,597528,Udagatti
29,555,05436,597529,Hadiginal
29,555,05436,597530,Kalarkoppa
29,555,05436,597531,Melavanki
29,555,05436,597532,Chigadolli
29,555,05436,597533,Adibatti
29,555,05436,597534,Tapashi
29,555,05436,597535,Betageri
29,555,05436,597536,Kemmankol
29,555,05436,597537,Kaparatti
29,555,05436,597538,Bilakundi
29,555,05436,597539,Gosabal
29,555,05436,597540,Bagarnal
29,555,05436,597541,Mannikeri
29,555,05436,597542,Koujalgi
29,555,05436,597543,Radderatti
29,555,05436,597544,Kalliguddi
29,555,05436,803027,Mudalgi (TMC)
29,555,05436,803028,Konnur (TP)
29,555,05436,803029,Gokak Falls (NAC)
29,555,05436,803030,Gokak (CMC)
29,555,05437,000000,Hukeri
29,555,05437,597545,Shippur
29,555,05437,597546,Hittani
29,555,05437,597547,Mattiwade
29,555,05437,597548,Naganur K.S.
29,555,05437,597549,Rashing
29,555,05437,597550,Bugatealur
29,555,05437,597551,Hadalga
29,555,05437,597552,Bhairapur
29,555,05437,597553,Shekinhosur
29,555,05437,597554,Konankeri
29,555,05437,597555,Honnihalli
29,555,05437,597556,Kanagale
29,555,05437,597557,Karajage
29,555,05437,597558,Sollapur
29,555,05437,597559,Haragapur
29,555,05437,597560,Bad
29,555,05437,597561,Alur (K.M)
29,555,05437,597562,Akkiwat
29,555,05437,597563,Kesti
29,555,05437,597564,Borgal
29,555,05437,597565,Amminbhavi
29,555,05437,597566,Handigud
29,555,05437,597567,Ammanagi
29,555,05437,597568,Nidasoshi
29,555,05437,597569,Ankale
29,555,05437,597570,Sankeshwar (R)
29,555,05437,597571,Kamatanur
29,555,05437,597572,Nerli
29,555,05437,597573,Masarguppi
29,555,05437,597574,Gavanal
29,555,05437,597575,Gotur
29,555,05437,597576,Hebbal
29,555,05437,597577,Kochari
29,555,05437,597578,Chikalgud
29,555,05437,597579,U Khanapur
29,555,05437,597580,Hanchinal
29,555,05437,597581,Kurniwadi
29,555,05437,597582,Kurni
29,555,05437,597583,Arjunwad
29,555,05437,597584,Yadgud
29,555,05437,597585,Shelapur
29,555,05437,597586,Bellambi
29,555,05437,597587,Shirhatti (Bk)
29,555,05437,597588,Sarapur
29,555,05437,597589,Shirhatti (Kh)
29,555,05437,597590,Bagewadi
29,555,05437,597591,Kadhatti
29,555,05437,597592,Shirdhan
29,555,05437,597593,Zangatihal
29,555,05437,597594,Gudas
29,555,05437,597595,Kotabagi
29,555,05437,597596,Hulloli
29,555,05437,597597,Hullolihatti
29,555,05437,597598,Hanjanatti
29,555,05437,597599,Yalimunoli
29,555,05437,597600,Jabapur (R)
29,555,05437,597601,Hukkeri (Rural)
29,555,05437,597602,Madihalli
29,555,05437,597603,Raxi
29,555,05437,597604,Shiragaon
29,555,05437,597605,Awargol
29,555,05437,597606,Noginhal
29,555,05437,597607,Sultanpur
29,555,05437,597608,Beniwad
29,555,05437,597609,Madamakkanal
29,555,05437,597610,Bastawad
29,555,05437,597611,Goudawad
29,555,05437,597612,Badkundri
29,555,05437,597613,Yargatti
29,555,05437,597614,Yarnal
29,555,05437,597615,Hosur
29,555,05437,597616,Ingali
29,555,05437,597617,Hidkal
29,555,05437,597618,Hospet
29,555,05437,597619,Chilbhavi
29,555,05437,597620,Aralikatti
29,555,05437,597621,Shindihatti
29,555,05437,597622,Hattialur
29,555,05437,597623,Nadigudiketra
29,555,05437,597624,Ankalgudiketra
29,555,05437,597625,Ghodageri
29,555,05437,597626,Thanahattargi
29,555,05437,597627,Yemakanmardi
29,555,05437,597628,Jinaral
29,555,05437,597629,Gudaganahatti
29,555,05437,597630,Mastiholi
29,555,05437,597631,Dadabanahatti
29,555,05437,597632,Mangutti
29,555,05437,597633,Benakanholi
29,555,05437,597634,Bolasyanahatti
29,555,05437,597635,Naganur K.M.
29,555,05437,597636,Naganur K.D. 
29,555,05437,597637,Aldhal
29,555,05437,597638,Bidrewadi
29,555,05437,597639,Attihal
29,555,05437,597640,Kot
29,555,05437,597641,Bellanki
29,555,05437,597642,Dhondagatti
29,555,05437,597643,Shettihalli
29,555,05437,597644,Salamwadi
29,555,05437,597645,Khavanewadi
29,555,05437,597646,Modage
29,555,05437,597647,Daddi
29,555,05437,597648,Ramewadi
29,555,05437,597649,Biranholi
29,555,05437,597650,Islampur
29,555,05437,597651,Shahabandar
29,555,05437,597652,Chikkaladinni
29,555,05437,597653,Gutaguddi
29,555,05437,597654,Gejapati
29,555,05437,597655,Rajakatti
29,555,05437,597656,Shirur
29,555,05437,597657,Hagedal
29,555,05437,597658,Basapur
29,555,05437,597659,Wantmuri
29,555,05437,597660,Yallapur
29,555,05437,597661,Karguppi
29,555,05437,597662,Bannibagi
29,555,05437,597663,Bagarnal
29,555,05437,597664,Rustumpur
29,555,05437,597665,Pachapur
29,555,05437,597666,Gumchinmardi
29,555,05437,597667,Mavanur
29,555,05437,803031,Sankeshwar (TMC)
29,555,05437,803032,Hukeri (TP)
29,555,05438,000000,Belgaum
29,555,05438,597668,Parsenahatti
29,555,05438,597669,Sutagatti
29,555,05438,597670,Ningenhatti
29,555,05438,597671,Godihal
29,555,05438,597672,Bhutaramanahatti
29,555,05438,597673,Ramdurg
29,555,05438,597674,Halabhavi
29,555,05438,597675,Heggere
29,555,05438,597676,Bambarge
29,555,05438,597677,Kurihal (B.K)
29,555,05438,597678,Kurihal (K.H)
29,555,05438,597679,Kattanabhavi
29,555,05438,597680,Bodakyanhatti
29,555,05438,597681,Handiganur
29,555,05438,597682,Mahalenahatti
29,555,05438,597683,Chalvenahatti
29,555,05438,597684,Kedanur
29,555,05438,597685,Mannikeri
29,555,05438,597686,Agasage
29,555,05438,597687,Kadoli
29,555,05438,597688,Jafarwadi
29,555,05438,597689,Devagiri
29,555,05438,597690,Alatage
29,555,05438,597691,Goundawad (Part)
29,555,05438,597691,Goundawad (OG) (Part) 
29,555,05438,597692,Honaga
29,555,05438,597693,Bendi
29,555,05438,597694,Sonatti
29,555,05438,597695,Nandi
29,555,05438,597696,Dharanatti
29,555,05438,597697,Kenchanatti
29,555,05438,597698,Panagutti
29,555,05438,597699,Gutti
29,555,05438,597700,Harankol
29,555,05438,597701,Rangadholi
29,555,05438,597702,Hudali
29,555,05438,597703,Otamadu (Kabalapur)
29,555,05438,597704,Kabalapur (Bharmyanatti)
29,555,05438,597705,Karvinkumpi
29,555,05438,597706,Kalakhamb
29,555,05438,597707,Muchandi
29,555,05438,597708,Aste
29,555,05438,597709,Chandgad
29,555,05438,597710,Bekkinakeri
29,555,05438,597711,Attiwad
29,555,05438,597712,Maranhol
29,555,05438,597713,Gojage
29,555,05438,597714,Mannur
29,555,05438,597715,Ambewadi
29,555,05438,597716,Sulge (Uchagaon)
29,555,05438,597717,Kallehol
29,555,05438,597718,Uchagaon
29,555,05438,597719,Basurte
29,555,05438,597720,Turamari
29,555,05438,597721,Bachi
29,555,05438,597722,Kudremani
29,555,05438,597723,Sonoli
29,555,05438,597724,Belgundi
29,555,05438,597725,Bokanur
29,555,05438,597726,Savagaon
29,555,05438,597727,Mandoli
29,555,05438,597728,Hangarge
29,555,05438,597729,Bijagarni
29,555,05438,597730,Kavlewadi
29,555,05438,597731,Yalebail
29,555,05438,597732,Rakaskop
29,555,05438,597733,Dhamne S.Bailur
29,555,05438,597734,Belvatti
29,555,05438,597735,Badas (Inam)
29,555,05438,597736,Baknur
29,555,05438,597737,Kiniye
29,555,05438,597738,Karle
29,555,05438,597739,Navage
29,555,05438,597740,Janewadi
29,555,05438,597741,Kuttalawadi
29,555,05438,597742,Santibastawad
29,555,05438,597743,Bahadarwadi
29,555,05438,597744,Ranakunde
29,555,05438,597745,Waghawade
29,555,05438,597746,Desur
29,555,05438,597747,Sulge (Yellur)
29,555,05438,597748,Rajahansagad
29,555,05438,597749,Nandihalli
29,555,05438,597750,Nagenahatti
29,555,05438,597751,Zad-Shahapur
29,555,05438,597752,Dhamane S.Belgaum
29,555,05438,597753,Yaramale
29,555,05438,597754,Khanagaon (K.H.)
29,555,05438,597755,Khanagaon (B.K)
29,555,05438,597756,Chandur
29,555,05438,597757,Tumarguddi
29,555,05438,597758,Karadiguddi
29,555,05438,597759,Marihal
29,555,05438,597760,Yaddalabhavi-Hatti
29,555,05438,597761,Modge
29,555,05438,597762,Balekundri (B.K)
29,555,05438,597763,Honnihal
29,555,05438,597764,Balekundri (K.H)
29,555,05438,597765,Nilaji
29,555,05438,597766,Shindoli (Part)
29,555,05438,597766,Shindoli (OG) (Part) 
29,555,05438,597767,Basarikatti
29,555,05438,597768,Mavinakatti
29,555,05438,597769,Chandanhosur
29,555,05438,597770,Tarihal
29,555,05438,597771,Mastamardi
29,555,05438,597772,Halaga
29,555,05438,597773,Bastawad
29,555,05438,597774,Shaganamatti
29,555,05438,597775,Kondaskoppa
29,555,05438,597776,Kamakarahatti
29,555,05438,597777,Kolikopp
29,555,05438,597778,Hulikatti
29,555,05438,597779,Bassapur
29,555,05438,597780,Aralikatti
29,555,05438,597781,Bagewadi
29,555,05438,597782,Sutgatti (Ah)
29,555,05438,597783,Kanvi Karvinakoppa
29,555,05438,597784,Ankalagi (Badalankalagi)
29,555,05438,597785,Hulikavi
29,555,05438,597786,Bhendigeri
29,555,05438,597787,Gajapati
29,555,05438,597788,Badas (K.H)
29,555,05438,597789,Kukadoli
29,555,05438,597790,Virapankoppa
29,555,05438,597791,Mutnal
29,555,05438,597792,Kakati (CT)
29,555,05438,597793,Hindalgi (CT)
29,555,05438,597794,Kangrali (KH) (CT)
29,555,05438,597795,Kangrali (BK) (CT)
29,555,05438,597796,Sulebhavi (CT)
29,555,05438,597797,Sambra (CT)
29,555,05438,597798,Mutga (CT)
29,555,05438,597799,Benakanahalli (CT)
29,555,05438,597800,Peeranwadi (CT)
29,555,05438,597801,Machche (CT)
29,555,05438,597802,Yellur (CT)
29,555,05438,803033,Belgaum (M Corp. + OG)
29,555,05438,803033,Belgaum (M Corp.)
29,555,05438,803034,Belgaum Cantonment (CB)
29,555,05439,000000,Khanapur
29,555,05439,597803,Huland
29,555,05439,597804,Chigule
29,555,05439,597805,Kanakumbi
29,555,05439,597806,Chorla
29,555,05439,597807,Parwad
29,555,05439,597808,Chikhale
29,555,05439,597809,Betne
29,555,05439,597810,Talawade
29,555,05439,597811,Golyali
29,555,05439,597812,Betageri
29,555,05439,597813,Torali
29,555,05439,597814,Amate
29,555,05439,597815,Gawase
29,555,05439,597816,Amagaon
29,555,05439,597817,Chapoli
29,555,05439,597818,Kalmani
29,555,05439,597819,Habbanatti
29,555,05439,597820,Devachihatti
29,555,05439,597821,Bailur
29,555,05439,597822,Morab
29,555,05439,597823,Uchawade
29,555,05439,597824,Kusamalli
29,555,05439,597825,Olamani
29,555,05439,597826,Jamboti
29,555,05439,597827,Kapoli K.Chapoli
29,555,05439,597828,Budase
29,555,05439,597829,Mugawade
29,555,05439,597830,Kabanali
29,555,05439,597831,Kavale
29,555,05439,597832,Kanjale
29,555,05439,597833,Amboli
29,555,05439,597834,Nilawade
29,555,05439,597835,Daroli
29,555,05439,597836,Otoli
29,555,05439,597837,Malavi
29,555,05439,597838,Alloli-Kansoli
29,555,05439,597839,Modekop
29,555,05439,597840,Thirthkunde
29,555,05439,597841,Katagali
29,555,05439,597842,Nagurda
29,555,05439,597843,Harasanwadi
29,555,05439,597844,Bacholi
29,555,05439,597845,Ramgurwadi
29,555,05439,597846,Ganebail
29,555,05439,597847,Nittur
29,555,05439,597848,Idalhond
29,555,05439,597849,Garlagunji
29,555,05439,597850,Singinkop
29,555,05439,597851,Ankale
29,555,05439,597852,Khemewadi
29,555,05439,597853,Nidagal
29,555,05439,597854,Topinkatti
29,555,05439,597855,Bidarbhavi
29,555,05439,597856,Devalatti
29,555,05439,597857,Jainkoppa
29,555,05439,597858,Lokoli
29,555,05439,597859,Sannahosur
29,555,05439,597860,Bhandargali
29,555,05439,597861,Baragaon
29,555,05439,597862,Dukkarwadi
29,555,05439,597863,Mudewadi
29,555,05439,597864,Hattar Gunji
29,555,05439,597865,Halakarni
29,555,05439,597866,Manasapur
29,555,05439,597867,Asoga
29,555,05439,597868,Rumewadi
29,555,05439,597869,Karambal
29,555,05439,597870,Koundal
29,555,05439,597871,Jalage
29,555,05439,597872,Kuppatagiri
29,555,05439,597873,Khanapur (Rural)
29,555,05439,597874,Doddahosur
29,555,05439,597875,Balogi
29,555,05439,597876,Yadoga
29,555,05439,597877,Lakkebail
29,555,05439,597878,Kamsinkop
29,555,05439,597879,Parishwad
29,555,05439,597880,Gadikop
29,555,05439,597881,Hire-Hattiholi
29,555,05439,597882,Chikkahattiholi
29,555,05439,597883,Jikanur
29,555,05439,597884,Karvinkop
29,555,05439,597885,Chikkamanoli
29,555,05439,597886,Hiremanoli
29,555,05439,597887,Chikadinkop
29,555,05439,597888,Kagganagi
29,555,05439,597889,Kodachwad
29,555,05439,597890,Vaddebail
29,555,05439,597891,Chapagaon
29,555,05439,597892,Allehol
29,555,05439,597893,Shivoli
29,555,05439,597894,Karalga
29,555,05439,597895,Hebbal
29,555,05439,597896,Navage
29,555,05439,597897,Channewadi
29,555,05439,597898,Bhuttewadi
29,555,05439,597899,Zunjawad K.Nandagad
