C-16 POPULATION BY MOTHER TONGUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Table,State,District,Town,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,code,,tongue,,P,M,F,P,M,F,P,M,F
,,,,,code,,1,2,3,4,5,6,7,8,9
,,,,,,,,,,,,,,,
C0116,29,566,803120,Chitradurga (CMC + OG),007999,7 Others,5,2,3,0,0,0,5,2,3
C0116,29,566,803120,Chitradurga (CMC + OG),009000,9 KONKANI,62,28,34,0,0,0,62,28,34
C0116,29,566,803120,Chitradurga (CMC + OG),009011, Konkani,60,27,33,0,0,0,60,27,33
C0116,29,566,803120,Chitradurga (CMC + OG),009013, Kudubi/Kudumbi,2,1,1,0,0,0,2,1,1
C0116,29,566,803120,Chitradurga (CMC + OG),011000,11 MALAYALAM,290,132,158,0,0,0,290,132,158
C0116,29,566,803120,Chitradurga (CMC + OG),011016, Malayalam,289,132,157,0,0,0,289,132,157
C0116,29,566,803120,Chitradurga (CMC + OG),011026, Yerava,1,0,1,0,0,0,1,0,1
C0116,29,566,803120,Chitradurga (CMC + OG),012000,12 MANIPURI ,3,2,1,0,0,0,3,2,1
C0116,29,566,803120,Chitradurga (CMC + OG),012003, Manipuri,3,2,1,0,0,0,3,2,1
C0116,29,566,803120,Chitradurga (CMC + OG),013000,13 MARATHI ,1967,1014,953,0,0,0,1967,1014,953
C0116,29,566,803120,Chitradurga (CMC + OG),013071, Marathi,1967,1014,953,0,0,0,1967,1014,953
C0116,29,566,803120,Chitradurga (CMC + OG),014000,14 NEPALI ,10,5,5,0,0,0,10,5,5
C0116,29,566,803120,Chitradurga (CMC + OG),014011, Nepali,10,5,5,0,0,0,10,5,5
C0116,29,566,803120,Chitradurga (CMC + OG),016000,16 PUNJABI ,11,5,6,0,0,0,11,5,6
C0116,29,566,803120,Chitradurga (CMC + OG),016038, Punjabi,11,5,6,0,0,0,11,5,6
C0116,29,566,803120,Chitradurga (CMC + OG),017000,17 SANSKRIT ,1,1,0,0,0,0,1,1,0
C0116,29,566,803120,Chitradurga (CMC + OG),017002, Sanskrit,1,1,0,0,0,0,1,1,0
C0116,29,566,803120,Chitradurga (CMC + OG),020000,20 TAMIL ,689,340,349,0,0,0,689,340,349
C0116,29,566,803120,Chitradurga (CMC + OG),020027, Tamil,689,340,349,0,0,0,689,340,349
C0116,29,566,803120,Chitradurga (CMC + OG),021000,21 TELUGU ,7411,3626,3785,0,0,0,7411,3626,3785
C0116,29,566,803120,Chitradurga (CMC + OG),021046, Telugu,7411,3626,3785,0,0,0,7411,3626,3785
C0116,29,566,803120,Chitradurga (CMC + OG),022000,22 URDU,41648,20964,20684,0,0,0,41648,20964,20684
C0116,29,566,803120,Chitradurga (CMC + OG),022015, Urdu,41643,20961,20682,0,0,0,41643,20961,20682
C0116,29,566,803120,Chitradurga (CMC + OG),022999,22 Others,5,3,2,0,0,0,5,3,2
C0116,29,566,803120,Chitradurga (CMC + OG),030000,30 BHILI/BHILODI ,6,3,3,0,0,0,6,3,3
C0116,29,566,803120,Chitradurga (CMC + OG),030999,30 Others,6,3,3,0,0,0,6,3,3
C0116,29,566,803120,Chitradurga (CMC + OG),031000,31 BHOTIA ,22,12,10,0,0,0,22,12,10
C0116,29,566,803120,Chitradurga (CMC + OG),031999,31 Others,22,12,10,0,0,0,22,12,10
C0116,29,566,803120,Chitradurga (CMC + OG),037000,37 COORGI/KODAGU ,4,2,2,0,0,0,4,2,2
C0116,29,566,803120,Chitradurga (CMC + OG),037001, Coorgi/Kodagu,4,2,2,0,0,0,4,2,2
C0116,29,566,803120,Chitradurga (CMC + OG),040000,40 ENGLISH ,7,3,4,0,0,0,7,3,4
C0116,29,566,803120,Chitradurga (CMC + OG),040001, English,7,3,4,0,0,0,7,3,4
C0116,29,566,803120,Chitradurga (CMC + OG),117000,117 TULU ,91,47,44,0,0,0,91,47,44
C0116,29,566,803120,Chitradurga (CMC + OG),117009, Tulu,91,47,44,0,0,0,91,47,44
C0116,29,566,803120,Chitradurga (CMC + OG),124000,124 OTHERS,6,4,2,0,0,0,6,4,2
C0116,29,566,803121,Holalkere (TP),005000,5 GUJARATI,58,33,25,0,0,0,58,33,25
C0116,29,566,803121,Holalkere (TP),005018, Gujarati,58,33,25,0,0,0,58,33,25
C0116,29,566,803121,Holalkere (TP),006000,6 HINDI ,234,133,101,0,0,0,234,133,101
C0116,29,566,803121,Holalkere (TP),006240, Hindi,96,59,37,0,0,0,96,59,37
C0116,29,566,803121,Holalkere (TP),006353, Lamani/Lambadi,92,48,44,0,0,0,92,48,44
C0116,29,566,803121,Holalkere (TP),006400, Marwari,18,8,10,0,0,0,18,8,10
C0116,29,566,803121,Holalkere (TP),006489, Rajasthani,28,18,10,0,0,0,28,18,10
C0116,29,566,803121,Holalkere (TP),007000,7 KANNADA,11462,5792,5670,0,0,0,11462,5792,5670
C0116,29,566,803121,Holalkere (TP),007016, Kannada,11462,5792,5670,0,0,0,11462,5792,5670
C0116,29,566,803121,Holalkere (TP),009000,9 KONKANI,11,4,7,0,0,0,11,4,7
C0116,29,566,803121,Holalkere (TP),009011, Konkani,10,4,6,0,0,0,10,4,6
C0116,29,566,803121,Holalkere (TP),009013, Kudubi/Kudumbi,1,0,1,0,0,0,1,0,1
C0116,29,566,803121,Holalkere (TP),011000,11 MALAYALAM,28,17,11,0,0,0,28,17,11
C0116,29,566,803121,Holalkere (TP),011016, Malayalam,27,16,11,0,0,0,27,16,11
C0116,29,566,803121,Holalkere (TP),011026, Yerava,1,1,0,0,0,0,1,1,0
C0116,29,566,803121,Holalkere (TP),013000,13 MARATHI ,90,52,38,0,0,0,90,52,38
C0116,29,566,803121,Holalkere (TP),013071, Marathi,90,52,38,0,0,0,90,52,38
C0116,29,566,803121,Holalkere (TP),020000,20 TAMIL ,27,15,12,0,0,0,27,15,12
C0116,29,566,803121,Holalkere (TP),020027, Tamil,27,15,12,0,0,0,27,15,12
C0116,29,566,803121,Holalkere (TP),021000,21 TELUGU ,144,67,77,0,0,0,144,67,77
C0116,29,566,803121,Holalkere (TP),021046, Telugu,144,67,77,0,0,0,144,67,77
C0116,29,566,803121,Holalkere (TP),022000,22 URDU,3723,1888,1835,0,0,0,3723,1888,1835
C0116,29,566,803121,Holalkere (TP),022015, Urdu,3723,1888,1835,0,0,0,3723,1888,1835
C0116,29,566,803121,Holalkere (TP),117000,117 TULU ,6,3,3,0,0,0,6,3,3
C0116,29,566,803121,Holalkere (TP),117009, Tulu,6,3,3,0,0,0,6,3,3
C0116,29,566,803122,Hosdurga (TMC),002000,2 BENGALI ,32,29,3,0,0,0,32,29,3
C0116,29,566,803122,Hosdurga (TMC),002007, Bengali,32,29,3,0,0,0,32,29,3
C0116,29,566,803122,Hosdurga (TMC),005000,5 GUJARATI,68,33,35,0,0,0,68,33,35
C0116,29,566,803122,Hosdurga (TMC),005018, Gujarati,67,33,34,0,0,0,67,33,34
C0116,29,566,803122,Hosdurga (TMC),005999,5 Others,1,0,1,0,0,0,1,0,1
C0116,29,566,803122,Hosdurga (TMC),006000,6 HINDI ,457,220,237,0,0,0,457,220,237
C0116,29,566,803122,Hosdurga (TMC),006240, Hindi,158,88,70,0,0,0,158,88,70
C0116,29,566,803122,Hosdurga (TMC),006353, Lamani/Lambadi,237,96,141,0,0,0,237,96,141
C0116,29,566,803122,Hosdurga (TMC),006400, Marwari,51,29,22,0,0,0,51,29,22
C0116,29,566,803122,Hosdurga (TMC),006489, Rajasthani,10,6,4,0,0,0,10,6,4
C0116,29,566,803122,Hosdurga (TMC),006999,6 Others,1,1,0,0,0,0,1,1,0
C0116,29,566,803122,Hosdurga (TMC),007000,7 KANNADA,19546,10037,9509,0,0,0,19546,10037,9509
C0116,29,566,803122,Hosdurga (TMC),007016, Kannada,19546,10037,9509,0,0,0,19546,10037,9509
C0116,29,566,803122,Hosdurga (TMC),008000,8 KASHMIRI ,2,0,2,0,0,0,2,0,2
C0116,29,566,803122,Hosdurga (TMC),008005, Kashmiri,2,0,2,0,0,0,2,0,2
C0116,29,566,803122,Hosdurga (TMC),009000,9 KONKANI,98,51,47,0,0,0,98,51,47
C0116,29,566,803122,Hosdurga (TMC),009011, Konkani,98,51,47,0,0,0,98,51,47
C0116,29,566,803122,Hosdurga (TMC),011000,11 MALAYALAM,10,6,4,0,0,0,10,6,4
C0116,29,566,803122,Hosdurga (TMC),011016, Malayalam,10,6,4,0,0,0,10,6,4
C0116,29,566,803122,Hosdurga (TMC),013000,13 MARATHI ,302,141,161,0,0,0,302,141,161
C0116,29,566,803122,Hosdurga (TMC),013071, Marathi,302,141,161,0,0,0,302,141,161
C0116,29,566,803122,Hosdurga (TMC),014000,14 NEPALI ,3,1,2,0,0,0,3,1,2
C0116,29,566,803122,Hosdurga (TMC),014011, Nepali,3,1,2,0,0,0,3,1,2
C0116,29,566,803122,Hosdurga (TMC),020000,20 TAMIL ,251,125,126,0,0,0,251,125,126
C0116,29,566,803122,Hosdurga (TMC),020027, Tamil,251,125,126,0,0,0,251,125,126
C0116,29,566,803122,Hosdurga (TMC),021000,21 TELUGU ,1257,618,639,0,0,0,1257,618,639
C0116,29,566,803122,Hosdurga (TMC),021046, Telugu,1256,618,638,0,0,0,1256,618,638
C0116,29,566,803122,Hosdurga (TMC),021999,21 Others,1,0,1,0,0,0,1,0,1
C0116,29,566,803122,Hosdurga (TMC),022000,22 URDU,6339,3280,3059,0,0,0,6339,3280,3059
C0116,29,566,803122,Hosdurga (TMC),022015, Urdu,6339,3280,3059,0,0,0,6339,3280,3059
C0116,29,566,803122,Hosdurga (TMC),040000,40 ENGLISH ,2,1,1,0,0,0,2,1,1
C0116,29,566,803122,Hosdurga (TMC),040001, English,2,1,1,0,0,0,2,1,1
C0116,29,566,803122,Hosdurga (TMC),117000,117 TULU ,3,1,2,0,0,0,3,1,2
C0116,29,566,803122,Hosdurga (TMC),117009, Tulu,3,1,2,0,0,0,3,1,2
C0116,29,566,803123,Hiriyur (TMC),002000,2 BENGALI ,6,4,2,0,0,0,6,4,2
C0116,29,566,803123,Hiriyur (TMC),002007, Bengali,6,4,2,0,0,0,6,4,2
C0116,29,566,803123,Hiriyur (TMC),005000,5 GUJARATI,36,20,16,0,0,0,36,20,16
C0116,29,566,803123,Hiriyur (TMC),005018, Gujarati,31,16,15,0,0,0,31,16,15
C0116,29,566,803123,Hiriyur (TMC),005057, Saurashtra/Saurashtri,5,4,1,0,0,0,5,4,1
C0116,29,566,803123,Hiriyur (TMC),006000,6 HINDI ,1400,749,651,0,0,0,1400,749,651
C0116,29,566,803123,Hiriyur (TMC),006066, Banjari,4,2,2,0,0,0,4,2,2
C0116,29,566,803123,Hiriyur (TMC),006240, Hindi,855,473,382,0,0,0,855,473,382
C0116,29,566,803123,Hiriyur (TMC),006353, Lamani/Lambadi,465,231,234,0,0,0,465,231,234
C0116,29,566,803123,Hiriyur (TMC),006400, Marwari,42,26,16,0,0,0,42,26,16
C0116,29,566,803123,Hiriyur (TMC),006489, Rajasthani,34,17,17,0,0,0,34,17,17
C0116,29,566,803123,Hiriyur (TMC),007000,7 KANNADA,30819,15194,15625,0,0,0,30819,15194,15625
C0116,29,566,803123,Hiriyur (TMC),007016, Kannada,30811,15189,15622,0,0,0,30811,15189,15622
C0116,29,566,803123,Hiriyur (TMC),007999,7 Others,8,5,3,0,0,0,8,5,3
C0116,29,566,803123,Hiriyur (TMC),009000,9 KONKANI,56,28,28,0,0,0,56,28,28
C0116,29,566,803123,Hiriyur (TMC),009011, Konkani,53,25,28,0,0,0,53,25,28
C0116,29,566,803123,Hiriyur (TMC),009013, Kudubi/Kudumbi,3,3,0,0,0,0,3,3,0
C0116,29,566,803123,Hiriyur (TMC),011000,11 MALAYALAM,305,134,171,0,0,0,305,134,171
C0116,29,566,803123,Hiriyur (TMC),011016, Malayalam,305,134,171,0,0,0,305,134,171
C0116,29,566,803123,Hiriyur (TMC),013000,13 MARATHI ,535,275,260,0,0,0,535,275,260
C0116,29,566,803123,Hiriyur (TMC),013071, Marathi,535,275,260,0,0,0,535,275,260
C0116,29,566,803123,Hiriyur (TMC),014000,14 NEPALI ,5,2,3,0,0,0,5,2,3
C0116,29,566,803123,Hiriyur (TMC),014011, Nepali,5,2,3,0,0,0,5,2,3
C0116,29,566,803123,Hiriyur (TMC),015000,15 ODIA ,8,4,4,0,0,0,8,4,4
C0116,29,566,803123,Hiriyur (TMC),015043, Odia,8,4,4,0,0,0,8,4,4
C0116,29,566,803123,Hiriyur (TMC),016000,16 PUNJABI ,8,5,3,0,0,0,8,5,3
C0116,29,566,803123,Hiriyur (TMC),016038, Punjabi,8,5,3,0,0,0,8,5,3
C0116,29,566,803123,Hiriyur (TMC),020000,20 TAMIL ,5100,2561,2539,0,0,0,5100,2561,2539
C0116,29,566,803123,Hiriyur (TMC),020027, Tamil,5100,2561,2539,0,0,0,5100,2561,2539
C0116,29,566,803123,Hiriyur (TMC),021000,21 TELUGU ,2704,1377,1327,0,0,0,2704,1377,1327
C0116,29,566,803123,Hiriyur (TMC),021046, Telugu,2704,1377,1327,0,0,0,2704,1377,1327
C0116,29,566,803123,Hiriyur (TMC),022000,22 URDU,15414,7761,7653,0,0,0,15414,7761,7653
C0116,29,566,803123,Hiriyur (TMC),022015, Urdu,15414,7761,7653,0,0,0,15414,7761,7653
C0116,29,566,803123,Hiriyur (TMC),031000,31 BHOTIA ,1,1,0,0,0,0,1,1,0
C0116,29,566,803123,Hiriyur (TMC),031999,31 Others,1,1,0,0,0,0,1,1,0
C0116,29,566,803123,Hiriyur (TMC),040000,40 ENGLISH ,1,1,0,0,0,0,1,1,0
C0116,29,566,803123,Hiriyur (TMC),040001, English,1,1,0,0,0,0,1,1,0
C0116,29,566,803123,Hiriyur (TMC),117000,117 TULU ,18,10,8,0,0,0,18,10,8
C0116,29,566,803123,Hiriyur (TMC),117009, Tulu,18,10,8,0,0,0,18,10,8
C0116,29,566,605618,Matadakurubarahatti (CT),002000,2 BENGALI ,2,1,1,0,0,0,2,1,1
C0116,29,566,605618,Matadakurubarahatti (CT),002007, Bengali,2,1,1,0,0,0,2,1,1
C0116,29,566,605618,Matadakurubarahatti (CT),006000,6 HINDI ,5,1,4,0,0,0,5,1,4
C0116,29,566,605618,Matadakurubarahatti (CT),006240, Hindi,5,1,4,0,0,0,5,1,4
C0116,29,566,605618,Matadakurubarahatti (CT),007000,7 KANNADA,4446,2278,2168,0,0,0,4446,2278,2168
C0116,29,566,605618,Matadakurubarahatti (CT),007016, Kannada,4446,2278,2168,0,0,0,4446,2278,2168
C0116,29,566,605618,Matadakurubarahatti (CT),009000,9 KONKANI,3,2,1,0,0,0,3,2,1
C0116,29,566,605618,Matadakurubarahatti (CT),009011, Konkani,3,2,1,0,0,0,3,2,1
C0116,29,566,605618,Matadakurubarahatti (CT),020000,20 TAMIL ,8,3,5,0,0,0,8,3,5
C0116,29,566,605618,Matadakurubarahatti (CT),020027, Tamil,8,3,5,0,0,0,8,3,5
C0116,29,566,605618,Matadakurubarahatti (CT),021000,21 TELUGU ,90,49,41,0,0,0,90,49,41
C0116,29,566,605618,Matadakurubarahatti (CT),021046, Telugu,90,49,41,0,0,0,90,49,41
C0116,29,566,605618,Matadakurubarahatti (CT),022000,22 URDU,1329,676,653,0,0,0,1329,676,653
C0116,29,566,605618,Matadakurubarahatti (CT),022015, Urdu,1329,676,653,0,0,0,1329,676,653
C0116,29,566,605618,Matadakurubarahatti (CT),040000,40 ENGLISH ,1,1,0,0,0,0,1,1,0
C0116,29,566,605618,Matadakurubarahatti (CT),040001, English,1,1,0,0,0,0,1,1,0
C0116,29,566,605820,Chikkajajur (CT),005000,5 GUJARATI,2,1,1,0,0,0,2,1,1
C0116,29,566,605820,Chikkajajur (CT),005018, Gujarati,2,1,1,0,0,0,2,1,1
C0116,29,566,605820,Chikkajajur (CT),006000,6 HINDI ,122,61,61,0,0,0,122,61,61
C0116,29,566,605820,Chikkajajur (CT),006240, Hindi,89,46,43,0,0,0,89,46,43
C0116,29,566,605820,Chikkajajur (CT),006353, Lamani/Lambadi,33,15,18,0,0,0,33,15,18
C0116,29,566,605820,Chikkajajur (CT),007000,7 KANNADA,5217,2528,2689,0,0,0,5217,2528,2689
C0116,29,566,605820,Chikkajajur (CT),007016, Kannada,5214,2528,2686,0,0,0,5214,2528,2686
C0116,29,566,605820,Chikkajajur (CT),007999,7 Others,3,0,3,0,0,0,3,0,3
C0116,29,566,605820,Chikkajajur (CT),009000,9 KONKANI,14,6,8,0,0,0,14,6,8
C0116,29,566,605820,Chikkajajur (CT),009011, Konkani,14,6,8,0,0,0,14,6,8
C0116,29,566,605820,Chikkajajur (CT),011000,11 MALAYALAM,2,0,2,0,0,0,2,0,2
C0116,29,566,605820,Chikkajajur (CT),011016, Malayalam,2,0,2,0,0,0,2,0,2
C0116,29,566,605820,Chikkajajur (CT),013000,13 MARATHI ,81,39,42,0,0,0,81,39,42
C0116,29,566,605820,Chikkajajur (CT),013071, Marathi,81,39,42,0,0,0,81,39,42
C0116,29,566,605820,Chikkajajur (CT),015000,15 ODIA ,1,1,0,0,0,0,1,1,0
C0116,29,566,605820,Chikkajajur (CT),015043, Odia,1,1,0,0,0,0,1,1,0
C0116,29,566,605820,Chikkajajur (CT),020000,20 TAMIL ,26,13,13,0,0,0,26,13,13
C0116,29,566,605820,Chikkajajur (CT),020027, Tamil,26,13,13,0,0,0,26,13,13
C0116,29,566,605820,Chikkajajur (CT),021000,21 TELUGU ,186,95,91,0,0,0,186,95,91
C0116,29,566,605820,Chikkajajur (CT),021046, Telugu,186,95,91,0,0,0,186,95,91
C0116,29,566,605820,Chikkajajur (CT),022000,22 URDU,584,279,305,0,0,0,584,279,305
C0116,29,566,605820,Chikkajajur (CT),022015, Urdu,584,279,305,0,0,0,584,279,305
C0116,29,566,605820,Chikkajajur (CT),040000,40 ENGLISH ,1,1,0,0,0,0,1,1,0
C0116,29,566,605820,Chikkajajur (CT),040001, English,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,001000,1 ASSAMESE,11,11,0,0,0,0,11,11,0
C0116,29,567,000000,Davanagere,001002, Assamese,8,8,0,0,0,0,8,8,0
C0116,29,567,000000,Davanagere,001999,1 Others,3,3,0,0,0,0,3,3,0
C0116,29,567,000000,Davanagere,002000,2 BENGALI ,248,171,77,0,0,0,248,171,77
C0116,29,567,000000,Davanagere,002007, Bengali,248,171,77,0,0,0,248,171,77
C0116,29,567,000000,Davanagere,003000,3 BODO ,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,003001, Bodo/Boro,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,004000,4 DOGRI ,2,2,0,0,0,0,2,2,0
C0116,29,567,000000,Davanagere,004001, Dogri,2,2,0,0,0,0,2,2,0
C0116,29,567,000000,Davanagere,005000,5 GUJARATI,1393,746,647,0,0,0,1393,746,647
C0116,29,567,000000,Davanagere,005018, Gujarati,565,310,255,0,0,0,565,310,255
C0116,29,567,000000,Davanagere,005057, Saurashtra/Saurashtri,6,3,3,0,0,0,6,3,3
C0116,29,567,000000,Davanagere,005999,5 Others,822,433,389,0,0,0,822,433,389
C0116,29,567,000000,Davanagere,006000,6 HINDI ,12510,6772,5738,0,0,0,12510,6772,5738
C0116,29,567,000000,Davanagere,006066, Banjari,56,33,23,0,0,0,56,33,23
C0116,29,567,000000,Davanagere,006102, Bhojpuri,11,6,5,0,0,0,11,6,5
C0116,29,567,000000,Davanagere,006195, Garhwali,2,1,1,0,0,0,2,1,1
C0116,29,567,000000,Davanagere,006235, Haryanvi,5,2,3,0,0,0,5,2,3
C0116,29,567,000000,Davanagere,006240, Hindi,4925,2794,2131,0,0,0,4925,2794,2131
C0116,29,567,000000,Davanagere,006353, Lamani/Lambadi,5327,2804,2523,0,0,0,5327,2804,2523
C0116,29,567,000000,Davanagere,006376, Magadhi/Magahi,2,2,0,0,0,0,2,2,0
C0116,29,567,000000,Davanagere,006400, Marwari,1858,966,892,0,0,0,1858,966,892
C0116,29,567,000000,Davanagere,006489, Rajasthani,286,146,140,0,0,0,286,146,140
C0116,29,567,000000,Davanagere,006503, Sadan/Sadri,2,1,1,0,0,0,2,1,1
C0116,29,567,000000,Davanagere,006999,6 Others,36,17,19,0,0,0,36,17,19
C0116,29,567,000000,Davanagere,007000,7 KANNADA,406122,204937,201185,0,0,0,406122,204937,201185
C0116,29,567,000000,Davanagere,007016, Kannada,404898,204324,200574,0,0,0,404898,204324,200574
C0116,29,567,000000,Davanagere,007027, Kuruba/Kurumba,5,3,2,0,0,0,5,3,2
C0116,29,567,000000,Davanagere,007041, Prakritha/Prakritha Bhasha,4,2,2,0,0,0,4,2,2
C0116,29,567,000000,Davanagere,007999,7 Others,1215,608,607,0,0,0,1215,608,607
C0116,29,567,000000,Davanagere,008000,8 KASHMIRI ,13,6,7,0,0,0,13,6,7
C0116,29,567,000000,Davanagere,008005, Kashmiri,13,6,7,0,0,0,13,6,7
C0116,29,567,000000,Davanagere,009000,9 KONKANI,5101,2697,2404,0,0,0,5101,2697,2404
C0116,29,567,000000,Davanagere,009011, Konkani,5086,2689,2397,0,0,0,5086,2689,2397
C0116,29,567,000000,Davanagere,009013, Kudubi/Kudumbi,2,1,1,0,0,0,2,1,1
C0116,29,567,000000,Davanagere,009999,9 Others,13,7,6,0,0,0,13,7,6
C0116,29,567,000000,Davanagere,010000,10 MAITHILI ,4,4,0,0,0,0,4,4,0
C0116,29,567,000000,Davanagere,010008, Maithili,4,4,0,0,0,0,4,4,0
C0116,29,567,000000,Davanagere,011000,11 MALAYALAM,1151,559,592,0,0,0,1151,559,592
C0116,29,567,000000,Davanagere,011016, Malayalam,1148,557,591,0,0,0,1148,557,591
C0116,29,567,000000,Davanagere,011026, Yerava,3,2,1,0,0,0,3,2,1
C0116,29,567,000000,Davanagere,012000,12 MANIPURI ,3,2,1,0,0,0,3,2,1
C0116,29,567,000000,Davanagere,012003, Manipuri,3,2,1,0,0,0,3,2,1
C0116,29,567,000000,Davanagere,013000,13 MARATHI ,12854,6462,6392,0,0,0,12854,6462,6392
C0116,29,567,000000,Davanagere,013004, Are,2,1,1,0,0,0,2,1,1
C0116,29,567,000000,Davanagere,013071, Marathi,12839,6454,6385,0,0,0,12839,6454,6385
C0116,29,567,000000,Davanagere,013999,13 Others,13,7,6,0,0,0,13,7,6
C0116,29,567,000000,Davanagere,014000,14 NEPALI ,49,32,17,0,0,0,49,32,17
C0116,29,567,000000,Davanagere,014011, Nepali,49,32,17,0,0,0,49,32,17
C0116,29,567,000000,Davanagere,015000,15 ODIA ,71,42,29,0,0,0,71,42,29
C0116,29,567,000000,Davanagere,015043, Odia,71,42,29,0,0,0,71,42,29
C0116,29,567,000000,Davanagere,016000,16 PUNJABI ,50,27,23,0,0,0,50,27,23
C0116,29,567,000000,Davanagere,016038, Punjabi,50,27,23,0,0,0,50,27,23
C0116,29,567,000000,Davanagere,017000,17 SANSKRIT ,7,2,5,0,0,0,7,2,5
C0116,29,567,000000,Davanagere,017002, Sanskrit,7,2,5,0,0,0,7,2,5
C0116,29,567,000000,Davanagere,019000,19 SINDHI,39,18,21,0,0,0,39,18,21
C0116,29,567,000000,Davanagere,019008, Kachchhi,24,10,14,0,0,0,24,10,14
C0116,29,567,000000,Davanagere,019014, Sindhi,15,8,7,0,0,0,15,8,7
C0116,29,567,000000,Davanagere,020000,20 TAMIL ,6318,3249,3069,0,0,0,6318,3249,3069
C0116,29,567,000000,Davanagere,020027, Tamil,6318,3249,3069,0,0,0,6318,3249,3069
C0116,29,567,000000,Davanagere,021000,21 TELUGU ,15667,7826,7841,0,0,0,15667,7826,7841
C0116,29,567,000000,Davanagere,021046, Telugu,15667,7826,7841,0,0,0,15667,7826,7841
C0116,29,567,000000,Davanagere,022000,22 URDU,165597,83694,81903,0,0,0,165597,83694,81903
C0116,29,567,000000,Davanagere,022015, Urdu,165596,83693,81903,0,0,0,165596,83693,81903
C0116,29,567,000000,Davanagere,022999,22 Others,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,028000,28 ARABIC/ARBI ,2,1,1,0,0,0,2,1,1
C0116,29,567,000000,Davanagere,028001, Arabic/Arbi,2,1,1,0,0,0,2,1,1
C0116,29,567,000000,Davanagere,037000,37 COORGI/KODAGU ,62,34,28,0,0,0,62,34,28
C0116,29,567,000000,Davanagere,037001, Coorgi/Kodagu,7,3,4,0,0,0,7,3,4
C0116,29,567,000000,Davanagere,037003, Kodava,55,31,24,0,0,0,55,31,24
C0116,29,567,000000,Davanagere,040000,40 ENGLISH ,63,35,28,0,0,0,63,35,28
C0116,29,567,000000,Davanagere,040001, English,63,35,28,0,0,0,63,35,28
C0116,29,567,000000,Davanagere,058000,58 KHOND/KONDH ,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,058001, Khond/Kondh,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,065000,65 KONDA,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,065003, Konda,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,076000,76 LAKHER,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,076002, Mara,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,082000,82 LUSHAI/MIZO ,2,2,0,0,0,0,2,2,0
C0116,29,567,000000,Davanagere,082005, Lushai/Mizo,2,2,0,0,0,0,2,2,0
C0116,29,567,000000,Davanagere,094000,94 NISSI/DAFLA ,1,0,1,0,0,0,1,0,1
C0116,29,567,000000,Davanagere,094001, Apatani,1,0,1,0,0,0,1,0,1
C0116,29,567,000000,Davanagere,101000,101 POCHURY,4,3,1,0,0,0,4,3,1
C0116,29,567,000000,Davanagere,101006, Pochury,4,3,1,0,0,0,4,3,1
C0116,29,567,000000,Davanagere,115000,115 TIBETAN ,8,4,4,0,0,0,8,4,4
C0116,29,567,000000,Davanagere,115008, Tibetan,8,4,4,0,0,0,8,4,4
C0116,29,567,000000,Davanagere,117000,117 TULU ,863,417,446,0,0,0,863,417,446
C0116,29,567,000000,Davanagere,117009, Tulu,862,416,446,0,0,0,862,416,446
C0116,29,567,000000,Davanagere,117999,117 Others ,1,1,0,0,0,0,1,1,0
C0116,29,567,000000,Davanagere,124000,124 OTHERS,791,374,417,0,0,0,791,374,417
C0116,29,567,803124,Harihar (CMC + OG),002000,2 BENGALI ,9,5,4,0,0,0,9,5,4
C0116,29,567,803124,Harihar (CMC + OG),002007, Bengali,9,5,4,0,0,0,9,5,4
C0116,29,567,803124,Harihar (CMC + OG),005000,5 GUJARATI,787,434,353,0,0,0,787,434,353
C0116,29,567,803124,Harihar (CMC + OG),005018, Gujarati,74,46,28,0,0,0,74,46,28
C0116,29,567,803124,Harihar (CMC + OG),005999,5 Others,713,388,325,0,0,0,713,388,325
C0116,29,567,803124,Harihar (CMC + OG),006000,6 HINDI ,1508,789,719,0,0,0,1508,789,719
C0116,29,567,803124,Harihar (CMC + OG),006066, Banjari,8,4,4,0,0,0,8,4,4
C0116,29,567,803124,Harihar (CMC + OG),006102, Bhojpuri,3,1,2,0,0,0,3,1,2
C0116,29,567,803124,Harihar (CMC + OG),006235, Haryanvi,5,2,3,0,0,0,5,2,3
C0116,29,567,803124,Harihar (CMC + OG),006240, Hindi,609,354,255,0,0,0,609,354,255
C0116,29,567,803124,Harihar (CMC + OG),006353, Lamani/Lambadi,798,387,411,0,0,0,798,387,411
C0116,29,567,803124,Harihar (CMC + OG),006400, Marwari,63,31,32,0,0,0,63,31,32
C0116,29,567,803124,Harihar (CMC + OG),006489, Rajasthani,12,4,8,0,0,0,12,4,8
