C-16 POPULATION BY MOTHER TONGUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Table,State,District,Town,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,code,,tongue,,P,M,F,P,M,F,P,M,F
,,,,,code,,1,2,3,4,5,6,7,8,9
,,,,,,,,,,,,,,,
C0116,29,557,803053,Sindgi (TMC),005018, Gujarati,56,31,25,0,0,0,56,31,25
C0116,29,557,803053,Sindgi (TMC),006000,6 HINDI ,1522,810,712,0,0,0,1522,810,712
C0116,29,557,803053,Sindgi (TMC),006066, Banjari,9,6,3,0,0,0,9,6,3
C0116,29,557,803053,Sindgi (TMC),006240, Hindi,1283,678,605,0,0,0,1283,678,605
C0116,29,557,803053,Sindgi (TMC),006353, Lamani/Lambadi,207,111,96,0,0,0,207,111,96
C0116,29,557,803053,Sindgi (TMC),006400, Marwari,12,8,4,0,0,0,12,8,4
C0116,29,557,803053,Sindgi (TMC),006489, Rajasthani,11,7,4,0,0,0,11,7,4
C0116,29,557,803053,Sindgi (TMC),007000,7 KANNADA,26751,13549,13202,0,0,0,26751,13549,13202
C0116,29,557,803053,Sindgi (TMC),007016, Kannada,26751,13549,13202,0,0,0,26751,13549,13202
C0116,29,557,803053,Sindgi (TMC),008000,8 KASHMIRI ,1,0,1,0,0,0,1,0,1
C0116,29,557,803053,Sindgi (TMC),008005, Kashmiri,1,0,1,0,0,0,1,0,1
C0116,29,557,803053,Sindgi (TMC),009000,9 KONKANI,11,5,6,0,0,0,11,5,6
C0116,29,557,803053,Sindgi (TMC),009011, Konkani,10,5,5,0,0,0,10,5,5
C0116,29,557,803053,Sindgi (TMC),009013, Kudubi/Kudumbi,1,0,1,0,0,0,1,0,1
C0116,29,557,803053,Sindgi (TMC),011000,11 MALAYALAM,5,2,3,0,0,0,5,2,3
C0116,29,557,803053,Sindgi (TMC),011016, Malayalam,5,2,3,0,0,0,5,2,3
C0116,29,557,803053,Sindgi (TMC),013000,13 MARATHI ,235,120,115,0,0,0,235,120,115
C0116,29,557,803053,Sindgi (TMC),013071, Marathi,235,120,115,0,0,0,235,120,115
C0116,29,557,803053,Sindgi (TMC),015000,15 ODIA ,5,2,3,0,0,0,5,2,3
C0116,29,557,803053,Sindgi (TMC),015043, Odia,5,2,3,0,0,0,5,2,3
C0116,29,557,803053,Sindgi (TMC),019000,19 SINDHI,6,2,4,0,0,0,6,2,4
C0116,29,557,803053,Sindgi (TMC),019014, Sindhi,6,2,4,0,0,0,6,2,4
C0116,29,557,803053,Sindgi (TMC),020000,20 TAMIL ,37,20,17,0,0,0,37,20,17
C0116,29,557,803053,Sindgi (TMC),020027, Tamil,37,20,17,0,0,0,37,20,17
C0116,29,557,803053,Sindgi (TMC),021000,21 TELUGU ,728,383,345,0,0,0,728,383,345
C0116,29,557,803053,Sindgi (TMC),021046, Telugu,695,370,325,0,0,0,695,370,325
C0116,29,557,803053,Sindgi (TMC),021999,21 Others,33,13,20,0,0,0,33,13,20
C0116,29,557,803053,Sindgi (TMC),022000,22 URDU,7863,3951,3912,0,0,0,7863,3951,3912
C0116,29,557,803053,Sindgi (TMC),022015, Urdu,7863,3951,3912,0,0,0,7863,3951,3912
C0116,29,557,803054,Basavana Bagevadi (TMC),005000,5 GUJARATI,3,2,1,0,0,0,3,2,1
C0116,29,557,803054,Basavana Bagevadi (TMC),005999,5 Others,3,2,1,0,0,0,3,2,1
C0116,29,557,803054,Basavana Bagevadi (TMC),006000,6 HINDI ,3316,1701,1615,0,0,0,3316,1701,1615
C0116,29,557,803054,Basavana Bagevadi (TMC),006240, Hindi,195,114,81,0,0,0,195,114,81
C0116,29,557,803054,Basavana Bagevadi (TMC),006353, Lamani/Lambadi,3080,1561,1519,0,0,0,3080,1561,1519
C0116,29,557,803054,Basavana Bagevadi (TMC),006400, Marwari,24,19,5,0,0,0,24,19,5
C0116,29,557,803054,Basavana Bagevadi (TMC),006489, Rajasthani,17,7,10,0,0,0,17,7,10
C0116,29,557,803054,Basavana Bagevadi (TMC),007000,7 KANNADA,22516,11319,11197,0,0,0,22516,11319,11197
C0116,29,557,803054,Basavana Bagevadi (TMC),007016, Kannada,22516,11319,11197,0,0,0,22516,11319,11197
C0116,29,557,803054,Basavana Bagevadi (TMC),009000,9 KONKANI,7,3,4,0,0,0,7,3,4
C0116,29,557,803054,Basavana Bagevadi (TMC),009011, Konkani,6,3,3,0,0,0,6,3,3
C0116,29,557,803054,Basavana Bagevadi (TMC),009013, Kudubi/Kudumbi,1,0,1,0,0,0,1,0,1
C0116,29,557,803054,Basavana Bagevadi (TMC),013000,13 MARATHI ,1650,835,815,0,0,0,1650,835,815
C0116,29,557,803054,Basavana Bagevadi (TMC),013071, Marathi,1650,835,815,0,0,0,1650,835,815
C0116,29,557,803054,Basavana Bagevadi (TMC),020000,20 TAMIL ,10,4,6,0,0,0,10,4,6
C0116,29,557,803054,Basavana Bagevadi (TMC),020027, Tamil,10,4,6,0,0,0,10,4,6
C0116,29,557,803054,Basavana Bagevadi (TMC),021000,21 TELUGU ,441,209,232,0,0,0,441,209,232
C0116,29,557,803054,Basavana Bagevadi (TMC),021046, Telugu,303,140,163,0,0,0,303,140,163
C0116,29,557,803054,Basavana Bagevadi (TMC),021999,21 Others,138,69,69,0,0,0,138,69,69
C0116,29,557,803054,Basavana Bagevadi (TMC),022000,22 URDU,5249,2668,2581,0,0,0,5249,2668,2581
C0116,29,557,803054,Basavana Bagevadi (TMC),022015, Urdu,5249,2668,2581,0,0,0,5249,2668,2581
C0116,29,557,803054,Basavana Bagevadi (TMC),040000,40 ENGLISH ,1,0,1,0,0,0,1,0,1
C0116,29,557,803054,Basavana Bagevadi (TMC),040001, English,1,0,1,0,0,0,1,0,1
C0116,29,557,803054,Basavana Bagevadi (TMC),117000,117 TULU ,5,3,2,0,0,0,5,3,2
C0116,29,557,803054,Basavana Bagevadi (TMC),117009, Tulu,5,3,2,0,0,0,5,3,2
C0116,29,557,803055,Muddebihal (TMC),002000,2 BENGALI ,1,1,0,0,0,0,1,1,0
C0116,29,557,803055,Muddebihal (TMC),002007, Bengali,1,1,0,0,0,0,1,1,0
C0116,29,557,803055,Muddebihal (TMC),005000,5 GUJARATI,49,26,23,0,0,0,49,26,23
C0116,29,557,803055,Muddebihal (TMC),005018, Gujarati,46,25,21,0,0,0,46,25,21
C0116,29,557,803055,Muddebihal (TMC),005999,5 Others,3,1,2,0,0,0,3,1,2
C0116,29,557,803055,Muddebihal (TMC),006000,6 HINDI ,1065,533,532,0,0,0,1065,533,532
C0116,29,557,803055,Muddebihal (TMC),006240, Hindi,722,368,354,0,0,0,722,368,354
C0116,29,557,803055,Muddebihal (TMC),006353, Lamani/Lambadi,169,67,102,0,0,0,169,67,102
C0116,29,557,803055,Muddebihal (TMC),006400, Marwari,78,44,34,0,0,0,78,44,34
C0116,29,557,803055,Muddebihal (TMC),006489, Rajasthani,96,54,42,0,0,0,96,54,42
C0116,29,557,803055,Muddebihal (TMC),007000,7 KANNADA,23099,11634,11465,0,0,0,23099,11634,11465
C0116,29,557,803055,Muddebihal (TMC),007016, Kannada,23099,11634,11465,0,0,0,23099,11634,11465
C0116,29,557,803055,Muddebihal (TMC),009000,9 KONKANI,3,0,3,0,0,0,3,0,3
C0116,29,557,803055,Muddebihal (TMC),009011, Konkani,3,0,3,0,0,0,3,0,3
C0116,29,557,803055,Muddebihal (TMC),013000,13 MARATHI ,395,191,204,0,0,0,395,191,204
C0116,29,557,803055,Muddebihal (TMC),013071, Marathi,395,191,204,0,0,0,395,191,204
C0116,29,557,803055,Muddebihal (TMC),015000,15 ODIA ,60,21,39,0,0,0,60,21,39
C0116,29,557,803055,Muddebihal (TMC),015043, Odia,60,21,39,0,0,0,60,21,39
C0116,29,557,803055,Muddebihal (TMC),020000,20 TAMIL ,66,30,36,0,0,0,66,30,36
C0116,29,557,803055,Muddebihal (TMC),020027, Tamil,66,30,36,0,0,0,66,30,36
C0116,29,557,803055,Muddebihal (TMC),021000,21 TELUGU ,156,77,79,0,0,0,156,77,79
C0116,29,557,803055,Muddebihal (TMC),021046, Telugu,156,77,79,0,0,0,156,77,79
C0116,29,557,803055,Muddebihal (TMC),022000,22 URDU,9305,4666,4639,0,0,0,9305,4666,4639
C0116,29,557,803055,Muddebihal (TMC),022015, Urdu,9301,4663,4638,0,0,0,9301,4663,4638
C0116,29,557,803055,Muddebihal (TMC),022999,22 Others,4,3,1,0,0,0,4,3,1
C0116,29,557,803055,Muddebihal (TMC),040000,40 ENGLISH ,2,0,2,0,0,0,2,0,2
C0116,29,557,803055,Muddebihal (TMC),040001, English,2,0,2,0,0,0,2,0,2
C0116,29,557,803055,Muddebihal (TMC),117000,117 TULU ,14,9,5,0,0,0,14,9,5
C0116,29,557,803055,Muddebihal (TMC),117009, Tulu,14,9,5,0,0,0,14,9,5
C0116,29,557,803055,Muddebihal (TMC),124000,124 OTHERS,2,0,2,0,0,0,2,0,2
C0116,29,557,803056,Talikota (TMC),005000,5 GUJARATI,11,6,5,0,0,0,11,6,5
C0116,29,557,803056,Talikota (TMC),005018, Gujarati,11,6,5,0,0,0,11,6,5
C0116,29,557,803056,Talikota (TMC),006000,6 HINDI ,1323,650,673,0,0,0,1323,650,673
C0116,29,557,803056,Talikota (TMC),006240, Hindi,956,472,484,0,0,0,956,472,484
C0116,29,557,803056,Talikota (TMC),006353, Lamani/Lambadi,312,150,162,0,0,0,312,150,162
C0116,29,557,803056,Talikota (TMC),006400, Marwari,45,23,22,0,0,0,45,23,22
C0116,29,557,803056,Talikota (TMC),006489, Rajasthani,10,5,5,0,0,0,10,5,5
C0116,29,557,803056,Talikota (TMC),007000,7 KANNADA,16401,8222,8179,0,0,0,16401,8222,8179
C0116,29,557,803056,Talikota (TMC),007016, Kannada,16401,8222,8179,0,0,0,16401,8222,8179
C0116,29,557,803056,Talikota (TMC),009000,9 KONKANI,14,6,8,0,0,0,14,6,8
C0116,29,557,803056,Talikota (TMC),009011, Konkani,14,6,8,0,0,0,14,6,8
C0116,29,557,803056,Talikota (TMC),011000,11 MALAYALAM,3,1,2,0,0,0,3,1,2
C0116,29,557,803056,Talikota (TMC),011016, Malayalam,3,1,2,0,0,0,3,1,2
C0116,29,557,803056,Talikota (TMC),013000,13 MARATHI ,1190,605,585,0,0,0,1190,605,585
C0116,29,557,803056,Talikota (TMC),013071, Marathi,1190,605,585,0,0,0,1190,605,585
C0116,29,557,803056,Talikota (TMC),014000,14 NEPALI ,5,3,2,0,0,0,5,3,2
C0116,29,557,803056,Talikota (TMC),014011, Nepali,5,3,2,0,0,0,5,3,2
C0116,29,557,803056,Talikota (TMC),020000,20 TAMIL ,64,33,31,0,0,0,64,33,31
C0116,29,557,803056,Talikota (TMC),020027, Tamil,64,33,31,0,0,0,64,33,31
C0116,29,557,803056,Talikota (TMC),021000,21 TELUGU ,474,226,248,0,0,0,474,226,248
C0116,29,557,803056,Talikota (TMC),021046, Telugu,474,226,248,0,0,0,474,226,248
C0116,29,557,803056,Talikota (TMC),022000,22 URDU,12206,6188,6018,0,0,0,12206,6188,6018
C0116,29,557,803056,Talikota (TMC),022015, Urdu,12206,6188,6018,0,0,0,12206,6188,6018
C0116,29,557,803056,Talikota (TMC),117000,117 TULU ,2,0,2,0,0,0,2,0,2
C0116,29,557,803056,Talikota (TMC),117009, Tulu,2,0,2,0,0,0,2,0,2
C0116,29,558,000000,Bidar,001000,1 ASSAMESE,30,9,21,0,0,0,30,9,21
C0116,29,558,000000,Bidar,001002, Assamese,30,9,21,0,0,0,30,9,21
C0116,29,558,000000,Bidar,002000,2 BENGALI ,296,146,150,0,0,0,296,146,150
C0116,29,558,000000,Bidar,002007, Bengali,296,146,150,0,0,0,296,146,150
C0116,29,558,000000,Bidar,004000,4 DOGRI ,24,19,5,0,0,0,24,19,5
C0116,29,558,000000,Bidar,004001, Dogri,24,19,5,0,0,0,24,19,5
C0116,29,558,000000,Bidar,005000,5 GUJARATI,905,452,453,0,0,0,905,452,453
C0116,29,558,000000,Bidar,005018, Gujarati,630,323,307,0,0,0,630,323,307
C0116,29,558,000000,Bidar,005999,5 Others,275,129,146,0,0,0,275,129,146
C0116,29,558,000000,Bidar,006000,6 HINDI ,22269,12019,10250,0,0,0,22269,12019,10250
C0116,29,558,000000,Bidar,006030, Awadhi,2,2,0,0,0,0,2,2,0
C0116,29,558,000000,Bidar,006066, Banjari,406,203,203,0,0,0,406,203,203
C0116,29,558,000000,Bidar,006102, Bhojpuri,105,83,22,0,0,0,105,83,22
C0116,29,558,000000,Bidar,006195, Garhwali,13,10,3,0,0,0,13,10,3
C0116,29,558,000000,Bidar,006235, Haryanvi,63,62,1,0,0,0,63,62,1
C0116,29,558,000000,Bidar,006240, Hindi,16908,9181,7727,0,0,0,16908,9181,7727
C0116,29,558,000000,Bidar,006340, Kumauni,5,5,0,0,0,0,5,5,0
C0116,29,558,000000,Bidar,006353, Lamani/Lambadi,4339,2237,2102,0,0,0,4339,2237,2102
C0116,29,558,000000,Bidar,006376, Magadhi/Magahi,4,4,0,0,0,0,4,4,0
C0116,29,558,000000,Bidar,006400, Marwari,266,137,129,0,0,0,266,137,129
C0116,29,558,000000,Bidar,006408, Mewari,1,1,0,0,0,0,1,1,0
C0116,29,558,000000,Bidar,006409, Mewati,1,1,0,0,0,0,1,1,0
C0116,29,558,000000,Bidar,006439, Pahari,4,4,0,0,0,0,4,4,0
C0116,29,558,000000,Bidar,006489, Rajasthani,138,83,55,0,0,0,138,83,55
C0116,29,558,000000,Bidar,006999,6 Others,14,6,8,0,0,0,14,6,8
C0116,29,558,000000,Bidar,007000,7 KANNADA,199165,101559,97606,0,0,0,199165,101559,97606
C0116,29,558,000000,Bidar,007016, Kannada,199151,101557,97594,0,0,0,199151,101557,97594
C0116,29,558,000000,Bidar,007027, Kuruba/Kurumba,1,0,1,0,0,0,1,0,1
C0116,29,558,000000,Bidar,007999,7 Others,13,2,11,0,0,0,13,2,11
C0116,29,558,000000,Bidar,008000,8 KASHMIRI ,36,30,6,0,0,0,36,30,6
C0116,29,558,000000,Bidar,008005, Kashmiri,36,30,6,0,0,0,36,30,6
C0116,29,558,000000,Bidar,009000,9 KONKANI,60,28,32,0,0,0,60,28,32
C0116,29,558,000000,Bidar,009011, Konkani,58,27,31,0,0,0,58,27,31
C0116,29,558,000000,Bidar,009013, Kudubi/Kudumbi,2,1,1,0,0,0,2,1,1
C0116,29,558,000000,Bidar,010000,10 MAITHILI ,21,13,8,0,0,0,21,13,8
C0116,29,558,000000,Bidar,010008, Maithili,21,13,8,0,0,0,21,13,8
C0116,29,558,000000,Bidar,011000,11 MALAYALAM,346,160,186,0,0,0,346,160,186
C0116,29,558,000000,Bidar,011016, Malayalam,339,156,183,0,0,0,339,156,183
C0116,29,558,000000,Bidar,011026, Yerava,7,4,3,0,0,0,7,4,3
C0116,29,558,000000,Bidar,012000,12 MANIPURI ,21,5,16,0,0,0,21,5,16
C0116,29,558,000000,Bidar,012003, Manipuri,21,5,16,0,0,0,21,5,16
C0116,29,558,000000,Bidar,013000,13 MARATHI ,41345,21173,20172,0,0,0,41345,21173,20172
C0116,29,558,000000,Bidar,013004, Are,2,2,0,0,0,0,2,2,0
C0116,29,558,000000,Bidar,013071, Marathi,41343,21171,20172,0,0,0,41343,21171,20172
C0116,29,558,000000,Bidar,014000,14 NEPALI ,13,6,7,0,0,0,13,6,7
C0116,29,558,000000,Bidar,014011, Nepali,13,6,7,0,0,0,13,6,7
C0116,29,558,000000,Bidar,015000,15 ODIA ,165,89,76,0,0,0,165,89,76
C0116,29,558,000000,Bidar,015043, Odia,165,89,76,0,0,0,165,89,76
C0116,29,558,000000,Bidar,016000,16 PUNJABI ,401,218,183,0,0,0,401,218,183
C0116,29,558,000000,Bidar,016002, Bagri,1,1,0,0,0,0,1,1,0
C0116,29,558,000000,Bidar,016038, Punjabi,400,217,183,0,0,0,400,217,183
C0116,29,558,000000,Bidar,019000,19 SINDHI,33,17,16,0,0,0,33,17,16
C0116,29,558,000000,Bidar,019014, Sindhi,31,15,16,0,0,0,31,15,16
C0116,29,558,000000,Bidar,019999,19 Others,2,2,0,0,0,0,2,2,0
C0116,29,558,000000,Bidar,020000,20 TAMIL ,1046,558,488,0,0,0,1046,558,488
C0116,29,558,000000,Bidar,020009, Kaikadi,210,106,104,0,0,0,210,106,104
C0116,29,558,000000,Bidar,020015, Korava,527,278,249,0,0,0,527,278,249
C0116,29,558,000000,Bidar,020027, Tamil,309,174,135,0,0,0,309,174,135
C0116,29,558,000000,Bidar,021000,21 TELUGU ,18003,9048,8955,0,0,0,18003,9048,8955
C0116,29,558,000000,Bidar,021046, Telugu,18000,9046,8954,0,0,0,18000,9046,8954
C0116,29,558,000000,Bidar,021999,21 Others,3,2,1,0,0,0,3,2,1
C0116,29,558,000000,Bidar,022000,22 URDU,140685,73313,67372,0,0,0,140685,73313,67372
C0116,29,558,000000,Bidar,022015, Urdu,140684,73313,67371,0,0,0,140684,73313,67371
C0116,29,558,000000,Bidar,022999,22 Others,1,0,1,0,0,0,1,0,1
C0116,29,558,000000,Bidar,028000,28 ARABIC/ARBI ,2,2,0,0,0,0,2,2,0
C0116,29,558,000000,Bidar,028001, Arabic/Arbi,2,2,0,0,0,0,2,2,0
C0116,29,558,000000,Bidar,030000,30 BHILI/BHILODI ,152,78,74,0,0,0,152,78,74
C0116,29,558,000000,Bidar,030049, Mawchi,1,1,0,0,0,0,1,1,0
C0116,29,558,000000,Bidar,030066, Paradhi,151,77,74,0,0,0,151,77,74
C0116,29,558,000000,Bidar,031000,31 BHOTIA ,1,0,1,0,0,0,1,0,1
C0116,29,558,000000,Bidar,031999,31 Others,1,0,1,0,0,0,1,0,1
C0116,29,558,000000,Bidar,037000,37 COORGI/KODAGU ,2,1,1,0,0,0,2,1,1
C0116,29,558,000000,Bidar,037001, Coorgi/Kodagu,2,1,1,0,0,0,2,1,1
C0116,29,558,000000,Bidar,040000,40 ENGLISH ,59,33,26,0,0,0,59,33,26
C0116,29,558,000000,Bidar,040001, English,59,33,26,0,0,0,59,33,26
C0116,29,558,000000,Bidar,044000,44 GONDI,727,352,375,0,0,0,727,352,375
C0116,29,558,000000,Bidar,044007, Gondi,727,352,375,0,0,0,727,352,375
C0116,29,558,000000,Bidar,075000,75 LAHNDA ,2,1,1,0,0,0,2,1,1
C0116,29,558,000000,Bidar,075999,75 Others ,2,1,1,0,0,0,2,1,1
C0116,29,558,000000,Bidar,091000,91 MUNDA,17,17,0,0,0,0,17,17,0
C0116,29,558,000000,Bidar,091999,91 Others ,17,17,0,0,0,0,17,17,0
C0116,29,558,000000,Bidar,117000,117 TULU ,76,45,31,0,0,0,76,45,31
C0116,29,558,000000,Bidar,117009, Tulu,76,45,31,0,0,0,76,45,31
C0116,29,558,000000,Bidar,124000,124 OTHERS,50,24,26,0,0,0,50,24,26
C0116,29,558,803057,Basavakalyan (CMC),002000,2 BENGALI ,26,12,14,0,0,0,26,12,14
C0116,29,558,803057,Basavakalyan (CMC),002007, Bengali,26,12,14,0,0,0,26,12,14
C0116,29,558,803057,Basavakalyan (CMC),005000,5 GUJARATI,73,35,38,0,0,0,73,35,38
C0116,29,558,803057,Basavakalyan (CMC),005018, Gujarati,73,35,38,0,0,0,73,35,38
C0116,29,558,803057,Basavakalyan (CMC),006000,6 HINDI ,3048,1606,1442,0,0,0,3048,1606,1442
C0116,29,558,803057,Basavakalyan (CMC),006066, Banjari,10,5,5,0,0,0,10,5,5
C0116,29,558,803057,Basavakalyan (CMC),006240, Hindi,2641,1396,1245,0,0,0,2641,1396,1245
C0116,29,558,803057,Basavakalyan (CMC),006353, Lamani/Lambadi,359,182,177,0,0,0,359,182,177
C0116,29,558,803057,Basavakalyan (CMC),006400, Marwari,18,9,9,0,0,0,18,9,9
C0116,29,558,803057,Basavakalyan (CMC),006489, Rajasthani,20,14,6,0,0,0,20,14,6
C0116,29,558,803057,Basavakalyan (CMC),007000,7 KANNADA,22136,11228,10908,0,0,0,22136,11228,10908
C0116,29,558,803057,Basavakalyan (CMC),007016, Kannada,22126,11228,10898,0,0,0,22126,11228,10898
C0116,29,558,803057,Basavakalyan (CMC),007999,7 Others,10,0,10,0,0,0,10,0,10
C0116,29,558,803057,Basavakalyan (CMC),008000,8 KASHMIRI ,9,7,2,0,0,0,9,7,2
C0116,29,558,803057,Basavakalyan (CMC),008005, Kashmiri,9,7,2,0,0,0,9,7,2
C0116,29,558,803057,Basavakalyan (CMC),009000,9 KONKANI,7,0,7,0,0,0,7,0,7
C0116,29,558,803057,Basavakalyan (CMC),009011, Konkani,7,0,7,0,0,0,7,0,7
C0116,29,558,803057,Basavakalyan (CMC),011000,11 MALAYALAM,28,15,13,0,0,0,28,15,13
C0116,29,558,803057,Basavakalyan (CMC),011016, Malayalam,27,14,13,0,0,0,27,14,13
C0116,29,558,803057,Basavakalyan (CMC),011026, Yerava,1,1,0,0,0,0,1,1,0
C0116,29,558,803057,Basavakalyan (CMC),013000,13 MARATHI ,8056,4144,3912,0,0,0,8056,4144,3912
C0116,29,558,803057,Basavakalyan (CMC),013004, Are,1,1,0,0,0,0,1,1,0
C0116,29,558,803057,Basavakalyan (CMC),013071, Marathi,8055,4143,3912,0,0,0,8055,4143,3912
C0116,29,558,803057,Basavakalyan (CMC),016000,16 PUNJABI ,28,14,14,0,0,0,28,14,14
C0116,29,558,803057,Basavakalyan (CMC),016038, Punjabi,28,14,14,0,0,0,28,14,14
C0116,29,558,803057,Basavakalyan (CMC),020000,20 TAMIL ,504,279,225,0,0,0,504,279,225
C0116,29,558,803057,Basavakalyan (CMC),020009, Kaikadi,58,34,24,0,0,0,58,34,24
C0116,29,558,803057,Basavakalyan (CMC),020015, Korava,420,230,190,0,0,0,420,230,190
C0116,29,558,803057,Basavakalyan (CMC),020027, Tamil,26,15,11,0,0,0,26,15,11
C0116,29,558,803057,Basavakalyan (CMC),021000,21 TELUGU ,3020,1576,1444,0,0,0,3020,1576,1444
C0116,29,558,803057,Basavakalyan (CMC),021046, Telugu,3020,1576,1444,0,0,0,3020,1576,1444
C0116,29,558,803057,Basavakalyan (CMC),022000,22 URDU,32604,17107,15497,0,0,0,32604,17107,15497
C0116,29,558,803057,Basavakalyan (CMC),022015, Urdu,32604,17107,15497,0,0,0,32604,17107,15497
C0116,29,558,803057,Basavakalyan (CMC),028000,28 ARABIC/ARBI ,1,1,0,0,0,0,1,1,0
C0116,29,558,803057,Basavakalyan (CMC),028001, Arabic/Arbi,1,1,0,0,0,0,1,1,0
C0116,29,558,803057,Basavakalyan (CMC),030000,30 BHILI/BHILODI ,151,77,74,0,0,0,151,77,74
C0116,29,558,803057,Basavakalyan (CMC),030066, Paradhi,151,77,74,0,0,0,151,77,74
C0116,29,558,803057,Basavakalyan (CMC),040000,40 ENGLISH ,2,1,1,0,0,0,2,1,1
C0116,29,558,803057,Basavakalyan (CMC),040001, English,2,1,1,0,0,0,2,1,1
C0116,29,558,803057,Basavakalyan (CMC),117000,117 TULU ,13,10,3,0,0,0,13,10,3
C0116,29,558,803057,Basavakalyan (CMC),117009, Tulu,13,10,3,0,0,0,13,10,3
C0116,29,558,803057,Basavakalyan (CMC),124000,124 OTHERS,11,4,7,0,0,0,11,4,7
C0116,29,558,803058,Bhalki (TMC),001000,1 ASSAMESE,9,0,9,0,0,0,9,0,9
C0116,29,558,803058,Bhalki (TMC),001002, Assamese,9,0,9,0,0,0,9,0,9
C0116,29,558,803058,Bhalki (TMC),002000,2 BENGALI ,36,13,23,0,0,0,36,13,23
C0116,29,558,803058,Bhalki (TMC),002007, Bengali,36,13,23,0,0,0,36,13,23
C0116,29,558,803058,Bhalki (TMC),005000,5 GUJARATI,269,137,132,0,0,0,269,137,132
C0116,29,558,803058,Bhalki (TMC),005018, Gujarati,268,136,132,0,0,0,268,136,132
C0116,29,558,803058,Bhalki (TMC),005999,5 Others,1,1,0,0,0,0,1,1,0
C0116,29,558,803058,Bhalki (TMC),006000,6 HINDI ,3527,1969,1558,0,0,0,3527,1969,1558
C0116,29,558,803058,Bhalki (TMC),006066, Banjari,9,4,5,0,0,0,9,4,5
C0116,29,558,803058,Bhalki (TMC),006240, Hindi,2694,1551,1143,0,0,0,2694,1551,1143
C0116,29,558,803058,Bhalki (TMC),006353, Lamani/Lambadi,707,356,351,0,0,0,707,356,351
C0116,29,558,803058,Bhalki (TMC),006400, Marwari,100,50,50,0,0,0,100,50,50
C0116,29,558,803058,Bhalki (TMC),006489, Rajasthani,17,8,9,0,0,0,17,8,9
C0116,29,558,803058,Bhalki (TMC),007000,7 KANNADA,19540,9933,9607,0,0,0,19540,9933,9607
C0116,29,558,803058,Bhalki (TMC),007016, Kannada,19540,9933,9607,0,0,0,19540,9933,9607
C0116,29,558,803058,Bhalki (TMC),008000,8 KASHMIRI ,11,10,1,0,0,0,11,10,1
C0116,29,558,803058,Bhalki (TMC),008005, Kashmiri,11,10,1,0,0,0,11,10,1
C0116,29,558,803058,Bhalki (TMC),009000,9 KONKANI,11,6,5,0,0,0,11,6,5
C0116,29,558,803058,Bhalki (TMC),009011, Konkani,11,6,5,0,0,0,11,6,5
C0116,29,558,803058,Bhalki (TMC),011000,11 MALAYALAM,19,11,8,0,0,0,19,11,8
C0116,29,558,803058,Bhalki (TMC),011016, Malayalam,19,11,8,0,0,0,19,11,8
C0116,29,558,803058,Bhalki (TMC),012000,12 MANIPURI ,4,0,4,0,0,0,4,0,4
C0116,29,558,803058,Bhalki (TMC),012003, Manipuri,4,0,4,0,0,0,4,0,4
C0116,29,558,803058,Bhalki (TMC),013000,13 MARATHI ,9339,4772,4567,0,0,0,9339,4772,4567
C0116,29,558,803058,Bhalki (TMC),013004, Are,1,1,0,0,0,0,1,1,0
C0116,29,558,803058,Bhalki (TMC),013071, Marathi,9338,4771,4567,0,0,0,9338,4771,4567
C0116,29,558,803058,Bhalki (TMC),014000,14 NEPALI ,1,0,1,0,0,0,1,0,1
C0116,29,558,803058,Bhalki (TMC),014011, Nepali,1,0,1,0,0,0,1,0,1
C0116,29,558,803058,Bhalki (TMC),015000,15 ODIA ,1,0,1,0,0,0,1,0,1
C0116,29,558,803058,Bhalki (TMC),015043, Odia,1,0,1,0,0,0,1,0,1
C0116,29,558,803058,Bhalki (TMC),016000,16 PUNJABI ,9,4,5,0,0,0,9,4,5
C0116,29,558,803058,Bhalki (TMC),016038, Punjabi,9,4,5,0,0,0,9,4,5
C0116,29,558,803058,Bhalki (TMC),019000,19 SINDHI,1,0,1,0,0,0,1,0,1
C0116,29,558,803058,Bhalki (TMC),019014, Sindhi,1,0,1,0,0,0,1,0,1
C0116,29,558,803058,Bhalki (TMC),020000,20 TAMIL ,106,51,55,0,0,0,106,51,55
C0116,29,558,803058,Bhalki (TMC),020009, Kaikadi,103,50,53,0,0,0,103,50,53
C0116,29,558,803058,Bhalki (TMC),020027, Tamil,3,1,2,0,0,0,3,1,2
C0116,29,558,803058,Bhalki (TMC),021000,21 TELUGU ,2031,985,1046,0,0,0,2031,985,1046
C0116,29,558,803058,Bhalki (TMC),021046, Telugu,2031,985,1046,0,0,0,2031,985,1046
C0116,29,558,803058,Bhalki (TMC),022000,22 URDU,5379,2827,2552,0,0,0,5379,2827,2552
C0116,29,558,803058,Bhalki (TMC),022015, Urdu,5379,2827,2552,0,0,0,5379,2827,2552
C0116,29,558,803058,Bhalki (TMC),030000,30 BHILI/BHILODI ,1,1,0,0,0,0,1,1,0
C0116,29,558,803058,Bhalki (TMC),030049, Mawchi,1,1,0,0,0,0,1,1,0
C0116,29,558,803058,Bhalki (TMC),031000,31 BHOTIA ,1,0,1,0,0,0,1,0,1
C0116,29,558,803058,Bhalki (TMC),031999,31 Others,1,0,1,0,0,0,1,0,1
